game_day,club,step_number,total_steps,difficulty,nationality,pool_size,sample_players,valid_players
49,PSV Eindhoven,1,4,Easy,Belgium,23,"[""Dries Mertens"", ""Thorgan Hazard"", ""Johan Bakayoko""]","[""Dries Mertens"", ""Thorgan Hazard"", ""Johan Bakayoko"", ""Yorbe Vertessen"", ""Matteo Dams"", ""Jordy Bawuah"", ""Noah Fernandez"", ""Maxime Lestienne"", ""Samuel Gomez Van Hoogen"", ""Maxime Delanghe"", ""Zakaria Bakkali"", ""Ruud Boffin"", ""Timothy Derijck"", ""Stijn Wuytens"", ""Kjell Peersman"", ""Dante Rigo"", ""Bram Castro"", ""Nicolas Verkooijen"", ""Matthias Verreth"", ""Yves Lenaerts"", ""Marc Degryse"", ""Tom Van Mol"", ""Davy Oyen""]"
49,PSV Eindhoven,2,4,Medium,Brazil,18,"[""Ronaldo"", ""Romário"", ""Marcelo""]","[""Ronaldo"", ""Romário"", ""Marcelo"", ""Savinho"", ""Mauro Júnior"", ""Carlos Vinícius"", ""Fagner"", ""Alex"", ""Heurelho Gomes"", ""Cássio"", ""André Ramalho"", ""Marquinho"", ""Robert"", ""Jonathan Reis"", ""Marcos"", ""Luís Felipe"", ""Marcelo Ramos"", ""Jorginho Paulista""]"
49,PSV Eindhoven,3,4,Hard,South Korea,3,"[""Park Ji-sung"", ""Ji-sung Park"", ""Young-pyo Lee""]","[""Park Ji-sung"", ""Ji-sung Park"", ""Young-pyo Lee""]"
49,PSV Eindhoven,4,4,The Unicorn,Ukraine,1,"[""Oleksandr Zinchenko""]","[""Oleksandr Zinchenko""]"
50,Porto,1,4,Easy,Portugal,141,"[""Vitinha"", ""Pelé"", ""João Moutinho""]","[""Vitinha"", ""Pelé"", ""João Moutinho"", ""Rúben Neves"", ""Diogo Jota"", ""Danilo Pereira"", ""Maniche"", ""Ricardo Quaresma"", ""Ricardo Carvalho"", ""Deco"", ""Fernando Couto"", ""Vítor Baía"", ""Paulo Ferreira"", ""Costinha"", ""Pepe"", ""André Silva"", ""Diogo Costa"", ""João Mário"", ""João Pedro"", ""Diogo Dalot"", ""Otávio"", ""Francisco Conceição"", ""Fábio Vieira"", ""Gaspar"", ""Rodrigo Mora"", ""Ricardo Pereira"", ""João Paulo"", ""Beto"", ""Vieirinha"", ""Sérgio Oliveira"", ""Fábio Silva"", ""Francisco Moura"", ""José Sá"", ""Bosingwa"", ""Hernâni"", ""Alberto Costa"", ""Vasco Sousa"", ""Gonçalo Paciência"", ""Tiago Djaló"", ""Rúben Semedo"", ""Diogo Leite"", ""Tozé"", ""Raúl Meireles"", ""Liedson"", ""Rolando"", ""Martim Fernandes"", ""Fernando Fonseca"", ""Tomás Esteves"", ""Rafa Soares"", ""Josué"", ""Ivo Rodrigues"", ""Romário Baró"", ""Jorge Fernandes"", ""Pedro Moreira"", ""Hélder Postiga"", ""Silvestre Varela"", ""Miguel Lopes"", ""Nélson"", ""Hugo Almeida"", ""André André"", ""Tiago Silva"", ""Gonçalo Sousa"", ""Francisco Ramos"", ""Pedro Mendes"", ""Gonçalo Borges"", ""Wilson Manafá"", ""Rúben Micael"", ""Ricardo Costa"", ""André Miranda"", ""Joca"", ""Castro"", ""Bruno Costa"", ""Hélder Barbosa"", ""Licá"", ""Paulo Machado"", ""Tonel"", ""Rodrigo Conceição"", ""Fábio Cardoso"", ""Ivo Pinto"", ""Zé Pedro"", ""Diogo Queirós"", ""Bruno Gama"", ""André Franco"", ""Ukra"", ""João Costa"", ""Nuno André Coelho"", ""Rui Pedro"", ""Daniel Candeias"", ""Tiago Rodrigues"", ""Cláudio Ramos"", ""João Mendes"", ""Bernardo Lima"", ""André Pereira"", ""Diogo Valente"", ""Diogo Viana"", ""César Peixoto"", ""Orlando Sá"", ""João Afonso"", ""Rabiola"", ""Hugo Leal"", ""Ricardo Nunes"", ""João Carlos Teixeira"", ""Nuno Coelho"", ""Nuno Valente"", ""Rui Correia"", ""Ricardo Silva"", ""Emídio Rafael"", ""Nuno Rocha"", ""Ricardo Dias"", ""Ricardo Fernandes"", ""Hilário"", ""Bernardo Folha"", ""Carraça"", ""Manuel José"", ""Francisco Meixedo"", ""Zé Manuel"", ""Zequinha"", ""Tengarrinha"", ""David Bruno"", ""Pedro Taborda"", ""André Vilas Boas"", ""Bura"", ""Jorge Monteiro"", ""Sérgio Conceição"", ""Jorge Chula"", ""Carlos Manuel"", ""Rui Sacramento"", ""Costa"", ""Bock"", ""Marco Ferreira"", ""Cândido Costa"", ""Ricardo Sousa"", ""Pedro Ribeiro"", ""Sérgio Organista"", ""João Manuel Pinto"", ""Hugo Luz"", ""Bruno Vale"", ""Sereno"", ""Pedro Oliveira"", ""Paulo Ribeiro"", ""Pedro Espinha""]"
50,Porto,2,4,Medium,Argentina,10,"[""Nicolás Otamendi"", ""Lucho González"", ""Lisandro López""]","[""Nicolás Otamendi"", ""Lucho González"", ""Lisandro López"", ""Alan Varela"", ""Agustín Marchesín"", ""Nehuén Pérez"", ""Renzo Saravia"", ""Tomás Pérez"", ""Lucas Mareque"", ""Hugo Ibarra""]"
50,Porto,3,4,Hard,DR Congo,3,"[""Chancel Mbemba"", ""Joris Kayembe"", ""Giannelli Imbula""]","[""Chancel Mbemba"", ""Joris Kayembe"", ""Giannelli Imbula""]"
50,Porto,4,4,The Unicorn,Canada,1,"[""Stephen Eustaquio""]","[""Stephen Eustaquio""]"
51,Fenerbahce,1,4,Easy,Turkey,141,"[""Arda Güler"", ""Çağlar Söyüncü"", ""Cengiz Ünder""]","[""Arda Güler"", ""Çağlar Söyüncü"", ""Cengiz Ünder"", ""Kerem Aktürkoğlu"", ""Caner Erkin"", ""Cenk Tosun"", ""Ozan Tufan"", ""Ferdi Kadıoğlu"", ""İrfan Can Kahveci"", ""Mert Müldür"", ""İsmail Yüksek"", ""Volkan Babacan"", ""Mert Günok"", ""Hasan Ali Kaldırım"", ""İsmail Köybaşı"", ""Altay Bayındır"", ""Samet Akaydin"", ""Serdar Aziz"", ""Oğuz Aydın"", ""Emre Mor"", ""Ömer Beyaz"", ""Yusuf Akçiçek"", ""Deniz Türüç"", ""Arda Okan Kurtulan"", ""Bartuğ Elmaz"", ""Serdar Dursun"", ""Yiğit Efe Demir"", ""Gökhan Gönül"", ""Mehmet Topal"", ""Berke Özer"", ""Emre Belözoglu"", ""Ertuğrul Taşkıran"", ""Volkan Demirel"", ""Mevlüt Erdinc"", ""Servet Cetin"", ""Alper Potuk"", ""Nazım Sangaré"", ""Tolga Cigerci"", ""Salih Uçan"", ""Mehmet Topuz"", ""Egemen Korkmaz"", ""Volkan Sen"", ""Emir Ortakaya"", ""Semih Sentürk"", ""Mehmet Ekici"", ""Levent Mercan"", ""Melih Bostan"", ""Sinan Gümüş"", ""Umut Nayir"", ""Muhammed Gümüşkaya"", ""Şener Özbayraklı"", ""Serdar Kesimal"", ""İrfan Can Eğribayat"", ""Özer Hurmaci"", ""Gökhan Ünal"", ""Harun Tekin"", ""Mert Hakan Yandaş"", ""Bekir Irtegün"", ""Ilhan Parlak"", ""Orhan Sam"", ""Burak Kapacak"", ""Sezer Öztürk"", ""Alaettin Ekici"", ""Ertuğrul Çetin"", ""Selcuk Sahin"", ""Ramazan Civelek"", ""Yasir Subaşı"", ""Özgür Cek"", ""Beykan Simsek"", ""Baris Alici"", ""Serdar Kulbilge"", ""Gökhan Emreciksin"", ""Haydar Karataş"", ""Recep Niyaz"", ""Emre Demir"", ""Ilhan Eker"", ""Tiago Çukur"", ""Sadık Çiftpınar"", ""Oguz Daglaroglu"", ""Kerim Zengin"", ""Can Arat"", ""Hakan Cinemre"", ""Oguz Kagan Güctekin"", ""Uygar Zeybek"", ""Onur Tuncer"", ""Tarık Çetin"", ""Çağtay Kurukalıp"", ""Melih Okutan"", ""Burak Yılmaz"", ""Abdullah Yiğiter"", ""Serhat Ahmetoglu"", ""Ahmethan Köse"", ""Murat Saglam"", ""Erten Ersu"", ""Yigithan Güveli"", ""Fatih Sanlitürk"", ""Muhammed Akarslan"", ""Yusuf Tunc"", ""Caner Koca"", ""Serhat Kot"", ""Ahmet Yıldırım"", ""Samed Karakoc"", ""Ibrahim Serdar Aydin"", ""Yusuf Kocatürk"", ""Eyüp Akcan"", ""Kamil Efe Üregen"", ""Emir Köksal"", ""Emre Nasuh"", ""Oytun Özdogan"", ""Furkan Akyüz"", ""Murat Şahin"", ""Olcan Adın"", ""Taylan Işıldar"", ""İsmail Güldüren"", ""Fahri Tatan"", ""Tufan Apaydın"", ""Ümit Özat"", ""Tümer Metin"", ""Saffet Akbaş"", ""Yasin Çakmak"", ""Mahmut Hanefi Erdoğdu"", ""Yiğit Fidan"", ""Serkan Balcı"", ""Tuncay Şanlı"", ""Nuri Kamburoğlu"", ""Serkan Özsoy"", ""Rüştü Reçber"", ""Fatih Şanlıtürk"", ""Ceyhun Eriş"", ""Kemal Aslan"", ""Recep Biler"", ""Abdullah Ercan"", ""Serkan Kırıntılı"", ""Alpay Özalan"", ""Gürhan Gürsoy"", ""Fatih Akyel"", ""Abdülkadir Kayalı"", ""Mehmet Ayaz"", ""Arda Akgün"", ""Oktay Derelioğlu"", ""Murat Hacıoğlu""]"
51,Fenerbahce,2,4,Medium,Serbia,5,"[""Dušan Tadić"", ""Filip Kostić"", ""Milos Krasic""]","[""Dušan Tadić"", ""Filip Kostić"", ""Milos Krasic"", ""Lazar Markovic"", ""Ognjen Mimović""]"
51,Fenerbahce,3,4,Hard,Ghana,3,"[""André Ayew"", ""Stephen Appiah"", ""Alexander Djiku""]","[""André Ayew"", ""Stephen Appiah"", ""Alexander Djiku""]"
51,Fenerbahce,4,4,The Unicorn,South Korea,1,"[""Min-jae Kim""]","[""Min-jae Kim""]"
52,Atletico Madrid,1,4,Easy,Spain,131,"[""Rodri"", ""Álvaro Morata"", ""Koke""]","[""Rodri"", ""Álvaro Morata"", ""Koke"", ""David de Gea"", ""Saúl Ñíguez"", ""Marcos Llorente"", ""Sergi Barjuán"", ""Fernando Torres"", ""David Villa"", ""César Azpilicueta"", ""Álex Baena"", ""Robin Le Normand"", ""Pablo Barrios"", ""Diego Costa"", ""Samu Aghehowa"", ""Óliver Torres"", ""Mario Hermoso"", ""Marc Pubill"", ""José Antonio Reyes"", ""Sergio Reguilón"", ""Vitolo"", ""Rodrigo Riquelme"", ""Sergio Camello"", ""Rodrigo Mendoza"", ""Jonny Otto"", ""Juan Carlos Valerón"", ""Manu Sánchez"", ""Alberto Moreno"", ""Juanfran Torres"", ""Víctor Mollejo"", ""Raúl García"", ""Luis García"", ""Adrián López"", ""Cani"", ""Jano Monserrate"", ""José Manuel Jurado"", ""Ignacio Camacho"", ""Javier Manquillo"", ""Rubén Pérez"", ""Javi Galán"", ""Gabi"", ""Sergio Asenjo"", ""Borja Bastón"", ""Mario Suárez"", ""Javi Montero"", ""Javier Arizmendi"", ""Roberto"", ""Joel Robles"", ""Carlos Martín"", ""Germán Valera"", ""Antonio Adán"", ""Iván Romero"", ""Rayane Belaid"", ""Manu del Moral"", ""Julio Díaz"", ""Miguel Ángel Moya"", ""Javi Serrano"", ""Miguel de la Fuente"", ""Héctor Hernández"", ""Jesús Gámez"", ""Iván Cuéllar"", ""Gustavo"", ""Miguel de las Cuevas"", ""Fran Mérida"", ""Peru Nolaskoain"", ""Daniel Aranzubia"", ""Ricard Sánchez"", ""Darío Poveda"", ""Pablo Ibáñez"", ""Miguel Cubo"", ""Dani Pacheco"", ""Domingo Cisma"", ""Nano"", ""Juanma Ortiz"", ""Taufik Seidu"", ""José María Movilla"", ""Jorge Pulido"", ""Borja Garcés"", ""Esteban"", ""Juan Valera"", ""Toché"", ""Dani"", ""Braulio Nóbrega"", ""Toni Moya"", ""Francisco Molinero"", ""Adrián Niño"", ""Pedro Martín"", ""Óscar Clemente"", ""Mario Soriano"", ""Roberto Olabe"", ""José Mari"", ""Miguel San Román"", ""Carlos Isaac"", ""Antonio Gomis"", ""Javier Boñar"", ""Nacho Monsalve"", ""Sergio Moreno"", ""Jesús Muñoz"", ""Antonio Montoro"", ""Sergi González"", ""Carlos Ramos"", ""Roberto Núñez"", ""Juan Moreno"", ""Gaspar Gálvez"", ""Roberto Fresnedoso"", ""Salva Ballesta"", ""Joshua Zapata"", ""Raúl Medina"", ""Javi Guerrero"", ""Iker Luque"", ""García Calvo"", ""Jorge Larena"", ""Javi Morcillo"", ""Mista"", ""José Luque"", ""Javi Moreno"", ""Pinda"", ""Juanma Barrero"", ""Víctor Bravo"", ""Ramón González"", ""Santiago Ezquerro"", ""Ismael Falcón"", ""Gonzalo Colsa"", ""Sergio Aragoneses"", ""Dani Martinez"", ""Juan Sabas"", ""Juan Velasco"", ""Ángel Bernabé"", ""Álvaro Novo"", ""Yordi"", ""Santi Denia""]"
52,Atletico Madrid,2,4,Medium,Colombia,8,"[""Radamel Falcao"", ""Santiago Arias"", ""Rafael Borré""]","[""Radamel Falcao"", ""Santiago Arias"", ""Rafael Borré"", ""Jackson Martínez"", ""Kevin Viveros"", ""Kevin Velasco"", ""Andrés Solano"", ""Richard Rentería""]"
52,Atletico Madrid,3,4,Hard,Netherlands,4,"[""Memphis Depay"", ""Johnny Heitinga"", ""Jimmy Floyd Hasselbaink""]","[""Memphis Depay"", ""Johnny Heitinga"", ""Jimmy Floyd Hasselbaink"", ""John Heitinga""]"
52,Atletico Madrid,4,4,The Unicorn,Ghana,2,"[""Thomas Partey"", ""Bernard Mensah""]","[""Thomas Partey"", ""Bernard Mensah""]"
53,Liverpool,1,4,Easy,Netherlands,12,"[""Virgil van Dijk"", ""Georginio Wijnaldum"", ""Cody Gakpo""]","[""Virgil van Dijk"", ""Georginio Wijnaldum"", ""Cody Gakpo"", ""Ryan Gravenberch"", ""Dirk Kuyt"", ""Boudewijn Zenden"", ""Ryan Babel"", ""Jeremie Frimpong"", ""Sepp van den Berg"", ""Ki-Jana Hoever"", ""Jan Kromkamp"", ""Vincent Weijl""]"
53,Liverpool,2,4,Medium,Scotland,10,"[""Andrew Robertson"", ""Kenny Dalglish"", ""Ben Gannon-Doak""]","[""Andrew Robertson"", ""Kenny Dalglish"", ""Ben Gannon-Doak"", ""Charlie Adam"", ""Danny Wilson"", ""Calvin Ramsay"", ""Ryan Flynn"", ""Alex Cooper"", ""Ben Doak"", ""Robbie Foy""]"
53,Liverpool,3,4,Hard,Hungary,10,"[""Dominik Szoboszlai"", ""Milos Kerkez"", ""Péter Gulácsi""]","[""Dominik Szoboszlai"", ""Milos Kerkez"", ""Péter Gulácsi"", ""Krisztián Németh"", ""Ádám Bogdán"", ""Ármin Pécsi"", ""Krisztián Adorján"", ""Ádám Hajdú"", ""Zsolt Pölöskei"", ""András Simon""]"
53,Liverpool,4,4,The Unicorn,Egypt,1,"[""Mohamed Salah""]","[""Mohamed Salah""]"
54,Inter,1,4,Easy,Brazil,39,"[""Philippe Coutinho"", ""Alisson"", ""Ronaldo""]","[""Philippe Coutinho"", ""Alisson"", ""Ronaldo"", ""Júlio César"", ""Alexandre Pato"", ""Adriano"", ""Lúcio"", ""Roberto Carlos"", ""Rafael Alcântara"", ""Rafinha"", ""Dida"", ""Maicon"", ""Dunga"", ""Aílton"", ""Maxwell"", ""Alex Telles"", ""Gabriel Barbosa"", ""Felipe"", ""Carlos Augusto"", ""Hernanes"", ""Luis Henrique"", ""Dodô"", ""Miranda"", ""Felipe Melo"", ""Juan Jesus"", ""Dalbert"", ""Gabriel Brazão"", ""Gilberto"", ""Francisco da Costa"", ""Wallace Oliveira"", ""Jonathan"", ""Edinho"", ""Ítalo"", ""Rincón"", ""Renan Oliveira"", ""Alan Henrique"", ""Tiago Maringá"", ""Liliu"", ""Laércio""]"
54,Inter,2,4,Medium,Belgium,7,"[""Romelu Lukaku"", ""Radja Nainggolan"", ""Zinho Vanheusden""]","[""Romelu Lukaku"", ""Radja Nainggolan"", ""Zinho Vanheusden"", ""Senna Miangue"", ""Xian Emmers"", ""Gaby Mudingayi"", ""Tibo Persyn""]"
54,Inter,3,4,Hard,Chile,5,"[""Alexis Sánchez"", ""Arturo Vidal"", ""David Pizarro""]","[""Alexis Sánchez"", ""Arturo Vidal"", ""David Pizarro"", ""Iván Zamorano"", ""Gary Medel""]"
54,Inter,4,4,The Unicorn,Morocco,1,"[""Achraf Hakimi""]","[""Achraf Hakimi""]"
55,Bayer Leverkusen,1,4,Easy,Spain,8,"[""Daniel Carvajal"", ""Dani Carvajal"", ""Alejandro Grimaldo""]","[""Daniel Carvajal"", ""Dani Carvajal"", ""Alejandro Grimaldo"", ""Mario Hermoso"", ""Borja Iglesias"", ""Lucas Vázquez"", ""Aleix García"", ""Iker Bravo""]"
55,Bayer Leverkusen,2,4,Medium,Turkey,6,"[""Hakan Çalhanoğlu"", ""Ömer Toprak"", ""Samed Onur""]","[""Hakan Çalhanoğlu"", ""Ömer Toprak"", ""Samed Onur"", ""Emrehan Gedikli"", ""Cem Türkmen"", ""Okan Aydin""]"
55,Bayer Leverkusen,3,4,Hard,Mexico,3,"[""Andrés Guardado"", ""Chicharito"", ""Javier Hernández""]","[""Andrés Guardado"", ""Chicharito"", ""Javier Hernández""]"
55,Bayer Leverkusen,4,4,The Unicorn,Burkina Faso,1,"[""Edmond Tapsoba""]","[""Edmond Tapsoba""]"
56,Marseille,1,4,Easy,Senegal,11,"[""Ismaïla Sarr"", ""Mamadou Niang"", ""Iliman Ndiaye""]","[""Ismaïla Sarr"", ""Mamadou Niang"", ""Iliman Ndiaye"", ""Pape Gueye"", ""Bamba Dieng"", ""Bouna Sarr"", ""Souleymane Diawara"", ""Modou Sougou"", ""Jacques Faty"", ""Leyti N'Diaye"", ""Pape M'Bow""]"
56,Marseille,2,4,Medium,DR Congo,3,"[""Chancel Mbemba"", ""Cédric Bakambu"", ""Giannelli Imbula""]","[""Chancel Mbemba"", ""Cédric Bakambu"", ""Giannelli Imbula""]"
56,Marseille,3,4,Hard,Japan,3,"[""Yuto Nagatomo"", ""Hiroki Sakai"", ""Koji Nakata""]","[""Yuto Nagatomo"", ""Hiroki Sakai"", ""Koji Nakata""]"
56,Marseille,4,4,The Unicorn,Panama,1,"[""Amir Murillo""]","[""Amir Murillo""]"
57,Sporting CP,1,4,Easy,Brazil,45,"[""Raphinha"", ""Marcelo"", ""Derlei""]","[""Raphinha"", ""Marcelo"", ""Derlei"", ""Naldo"", ""Wendel"", ""Luis Guilherme"", ""Rômulo"", ""Alisson Santos"", ""Fernando"", ""Maurício"", ""Nenê"", ""Matheus Pereira"", ""Bruno Tabata"", ""Arthur Gomes"", ""Jefferson"", ""Bruno César"", ""Elias"", ""Luiz Phellype"", ""Matheus Reis"", ""Pedro Lima"", ""Xandão"", ""Ewerton"", ""André Felipe"", ""Biel"", ""Gerson Magrão"", ""Rayan Lucas"", ""Renan Ribeiro"", ""Eduardo Henrique"", ""Ronny"", ""Mattheus"", ""Bruno Paulista"", ""Marcelo Boeck"", ""Vinícius"", ""Wallyson"", ""Diego Callai"", ""Marcos"", ""Rafael Pontelo"", ""Pedro Silva"", ""Mota"", ""Carlos Jatobá"", ""Edson Canhão"", ""Yannick Pupo"", ""Rodrigo Tiuí"", ""Leandro Machado"", ""Alecsandro""]"
57,Sporting CP,2,4,Medium,Uruguay,7,"[""Carlos Bueno"", ""Sebastián Coates"", ""Manuel Ugarte""]","[""Carlos Bueno"", ""Sebastián Coates"", ""Manuel Ugarte"", ""Maxi Araújo"", ""Rodrigo Zalazar"", ""Franco Israel"", ""Luis Aguiar""]"
57,Sporting CP,3,4,Hard,Denmark,4,"[""Peter Schmeichel"", ""Morten Hjulmand"", ""Conrad Harder""]","[""Peter Schmeichel"", ""Morten Hjulmand"", ""Conrad Harder"", ""Silas Andersen""]"
57,Sporting CP,4,4,The Unicorn,Peru,1,"[""André Carrillo""]","[""André Carrillo""]"
58,Sevilla,1,4,Easy,France,22,"[""Jules Koundé"", ""Samir Nasri"", ""Anthony Martial""]","[""Jules Koundé"", ""Samir Nasri"", ""Anthony Martial"", ""Clément Lenglet"", ""Wissam Ben Yedder"", ""Boubakary Soumaré"", ""Loïc Badé"", ""Steven Nzonzi"", ""Lucien Agoumé"", ""Kévin Gameiro"", ""Neal Maupay"", ""Maxime Gonalons"", ""Tanguy Nianzou"", ""Ibrahim Amadou"", ""Joris Gnagnon"", ""Adil Rami"", ""Batista Mendy"", ""Benoît Trémoulinas"", ""Timothée Kolodziejczak"", ""Sébastien Corchia"", ""Julien Escudé"", ""Lionel Carole""]"
58,Sevilla,2,4,Medium,Portugal,8,"[""André Silva"", ""Beto"", ""Rony Lopes""]","[""André Silva"", ""Beto"", ""Rony Lopes"", ""Daniel Carriço"", ""Duda"", ""Fábio Cardoso"", ""Diogo Figueiras"", ""Agostinho""]"
58,Sevilla,3,4,Hard,Mexico,4,"[""Chicharito"", ""Jesús Corona"", ""Javier Hernández""]","[""Chicharito"", ""Jesús Corona"", ""Javier Hernández"", ""Miguel Layún""]"
58,Sevilla,4,4,The Unicorn,Norway,1,"[""Ørjan Nyland""]","[""Ørjan Nyland""]"
59,Chelsea,1,4,Easy,England,88,"[""Raheem Sterling"", ""Jadon Sancho"", ""Cole Palmer""]","[""Raheem Sterling"", ""Jadon Sancho"", ""Cole Palmer"", ""Mason Mount"", ""Frank Lampard"", ""Marc Guéhi"", ""Dennis Wise"", ""Ashley Cole"", ""John Terry"", ""Reece James"", ""Conor Gallagher"", ""Ben Chilwell"", ""Jamie Gittens"", ""Noni Madueke"", ""Ross Barkley"", ""Tammy Abraham"", ""Levi Colwill"", ""Fikayo Tomori"", ""Liam Delap"", ""Dominic Solanke"", ""Lewis Hall"", ""Joe Willock"", ""Trevoh Chalobah"", ""Ruben Loftus-Cheek"", ""Callum Hudson-Odoi"", ""Omari Hutchinson"", ""Kiernan Dewsbury-Hall"", ""Josh Acheampong"", ""Tyrique George"", ""Daniel Sturridge"", ""Shumaira Mheuka"", ""Tosin Adarabioyo"", ""Joe Cole"", ""Ryan Bertrand"", ""Bashir Humphreys"", ""Danny Drinkwater"", ""Gary Cahill"", ""Scott Parker"", ""Glen Johnson"", ""Jesse Derry"", ""Jack Cork"", ""Wayne Bridge"", ""Tino Anjorin"", ""Rob Green"", ""John Swift"", ""Nathaniel Chalobah"", ""Ryan Kavuma-McQueen"", ""Steve Sidwell"", ""Lewis Baker"", ""Izzy Brown"", ""Dujon Sterling"", ""Alfie Gilchrist"", ""Marcus Bettinelli"", ""Michael Golding"", ""Jake Clarke-Salter"", ""Reggie Walsh"", ""Ross Turnbull"", ""Sam Hutchinson"", ""Mason Burstow"", ""Omari Kellyman"", ""Alex Matos"", ""Leo Castledine"", ""Sam Walker"", ""Tom Taiwo"", ""Ben Gordon"", ""Michael Woods"", ""Neil Barrett"", ""Alec Chamberlain"", ""Robert Wolleaston"", ""Neil Clement"", ""Jody Morris"", ""Jon Harley"", ""Lee Sawyer"", ""Jacob Mellis"", ""Archange Nkumu"", ""Scott Minto"", ""Adam Coombes"", ""Danny Hollands"", ""Chris Sutton"", ""James Ashton"", ""Danny Philliskirk"", ""Danny Granville"", ""Kevin Hitchcock"", ""Danny Woodards"", ""Neil Shipperley"", ""Jimmy Smith"", ""Billy Clifford"", ""Ian Pearce""]"
59,Chelsea,2,4,Medium,Croatia,5,"[""Mateo Kovacic"", ""Mario Pašalić"", ""Stipe Perica""]","[""Mateo Kovacic"", ""Mario Pašalić"", ""Stipe Perica"", ""Matej Delac"", ""Mario Stanic""]"
59,Chelsea,3,4,Hard,Colombia,2,"[""Radamel Falcao"", ""Juan Cuadrado""]","[""Radamel Falcao"", ""Juan Cuadrado""]"
59,Chelsea,4,4,The Unicorn,Gabon,1,"[""Pierre-Emerick Aubameyang""]","[""Pierre-Emerick Aubameyang""]"
